,budget,genres,id,imdb_id,popularity,release_date,revenue,runtime,title,vote_average,vote_count,gross_profit,ROI (%)
18,806948,"['Horror', 'Drama', 'Thriller']",539,tt0054215,20.776,1960-06-22,32000000,109.0,Psycho,8.4,5795,31193052.0,3865.5591190510413
19,350000,['Drama'],389,tt0050083,20.49,1957-04-10,1000000,97.0,12 Angry Men,8.4,4362,650000.0,185.71428571428572
20,1200000,['Western'],429,tt0060196,21.193,1966-12-23,25100000,161.0,"The Good, the Bad and the Ugly",8.4,4683,23900000.0,1991.6666666666667
21,3000000,['Drama'],510,tt0073486,17.861,1975-11-18,108981275,133.0,One Flew Over the Cuckoo's Nest,8.4,6277,105981275.0,3532.709166666667
22,63000000,['Drama'],550,tt0137523,34.164,1999-10-15,100853753,139.0,Fight Club,8.4,18248,37853753.0,60.085322222222224
23,90000000,"['Action', 'Adventure', 'Animation', 'Science Fiction', 'Comedy']",324857,tt4633694,46.177,2018-12-06,375450417,117.0,Spider-Man: Into the Spider-Verse,8.4,6424,285450417.0,317.16713
25,3300000,"['Drama', 'Crime']",598,tt0317248,14.334000000000001,2002-02-05,30641770,130.0,City of God,8.4,3888,27341770.0,828.5384848484849
27,3300000,"['Drama', 'Music']",244786,tt2582802,31.449,2014-10-10,13092000,107.0,Whiplash,8.4,9078,9792000.0,296.72727272727275
28,1500000,"['Comedy', 'Drama', 'Romance']",901,tt0021749,15.424000000000001,1931-02-01,19181,87.0,City Lights,8.4,1051,-1480819.0,-98.72126666666666
29,1752000,['Drama'],599,tt0043014,13.682,1950-08-10,5000000,110.0,Sunset Boulevard,8.4,1246,3248000.0,185.3881278538813
32,20000000,['Drama'],73,tt0120586,47.387,1998-10-30,23875127,119.0,American History X,8.4,6868,3875127.0,19.375635
33,2000000,['Comedy'],914,tt0032553,15.712,1940-10-15,11000000,125.0,The Great Dictator,8.4,1738,9000000.0,450.0
35,18000000,"['Adventure', 'Action', 'Science Fiction']",1891,tt0080684,16.932000000000002,1980-05-20,538400000,124.0,The Empire Strikes Back,8.4,10952,520400000.0,2891.1111111111113
37,24000000,"['Fantasy', 'Animation', 'Adventure']",4935,tt0347149,26.861,2004-11-19,236049757,119.0,Howl's Moving Castle,8.4,4554,212049757.0,883.5406541666666
39,26500000,"['Adventure', 'Fantasy', 'Animation']",128,tt0119698,27.553,1997-07-12,159375308,134.0,Princess Mononoke,8.4,4282,132875308.0,501.41625660377355
43,1000000,"['Drama', 'Mystery', 'Thriller']",567,tt0047396,16.146,1954-09-01,36764313,112.0,Rear Window,8.3,3399,35764313.0,3576.4313
47,16400000,['Drama'],207,tt0097165,20.041,1989-06-02,235860116,128.0,Dead Poets Society,8.3,6685,219460116.0,1338.17143902439
48,4900000,['Drama'],265177,tt3612616,10.196,2014-05-22,3494070,138.0,Mommy,8.3,1619,-1405930.0,-28.692448979591838
49,35000000,"['Drama', 'War']",423,tt0253474,17.473,2002-09-17,120072577,150.0,The Pianist,8.3,4791,85072577.0,243.06450571428573
55,93000000,"['Adventure', 'Fantasy', 'Action']",120,tt0120737,37.966,2001-12-18,871368364,178.0,The Lord of the Rings: The Fellowship of the Ring,8.3,16104,778368364.0,836.9552301075269
56,1500000,"['Drama', 'Comedy']",3082,tt0027977,13.946,1936-02-05,8500000,87.0,Modern Times,8.3,2014,7000000.0,466.6666666666667
57,16000000,"['Crime', 'Drama', 'Action']",101,tt0110413,28.916999999999998,1994-09-14,45284974,111.0,Léon: The Professional,8.3,8788,29284974.0,183.03108749999998
59,33000000,"['Crime', 'Mystery', 'Thriller']",807,tt0114369,26.038,1995-09-22,327311859,127.0,Se7en,8.3,12154,294311859.0,891.8541181818181
61,160000000,"['Action', 'Science Fiction', 'Adventure']",27205,tt1375666,41.772,2010-07-15,825532764,148.0,Inception,8.3,24664,665532764.0,415.9579775
62,8575000,"['Thriller', 'Drama', 'Romance']",290098,tt4016934,18.022000000000002,2016-06-01,37767206,145.0,The Handmaiden,8.3,1557,29192206.0,340.433889212828
65,19000000,"['Crime', 'Drama', 'Thriller', 'Horror']",274,tt0102926,4.556,1991-02-01,272742922,119.0,The Silence of the Lambs,8.3,9658,253742922.0,1335.4890631578946
66,79000000,"['Adventure', 'Fantasy', 'Action']",121,tt0167261,27.912,2002-12-18,926287400,179.0,The Lord of the Rings: The Two Towers,8.3,13896,847287400.0,1072.5156962025317
67,5000000,['Western'],335,tt0064116,21.024,1968-12-21,5321508,166.0,Once Upon a Time in the West,8.3,2361,321508.0,6.43016
68,3000000,"['Drama', 'Mystery', 'Crime']",37257,tt0051201,8.769,1957-12-17,9000000,116.0,Witness for the Prosecution,8.3,599,6000000.0,200.0
69,356000000,"['Adventure', 'Science Fiction', 'Action']",299534,tt4154796,39.839,2019-04-24,2797800564,181.0,Avengers: Endgame,8.3,11386,2441800564.0,685.8990348314607
72,23000000,"['Drama', 'Comedy']",490132,tt6966692,24.958000000000002,2018-11-16,319700000,130.0,Green Book,8.3,5486,296700000.0,1290.0
73,4000000,['Drama'],517814,tt8267604,14.304,2018-10-06,64978931,126.0,Capernaum,8.3,621,60978931.0,1524.473275
75,4000000,"['Romance', 'Drama']",398818,tt5726616,24.576999999999998,2017-09-01,41063475,132.0,Call Me by Your Name,8.3,6111,37063475.0,926.586875
76,165000000,"['Adventure', 'Drama', 'Science Fiction']",157336,tt0816692,36.018,2014-11-05,675120017,169.0,Interstellar,8.3,20994,510120017.0,309.16364666666664
77,23000000,"['Crime', 'Drama']",470044,tt5580266,12.974,2018-10-19,29163535,133.0,The Hate U Give,8.3,969,6163535.0,26.797978260869566
79,300000000,"['Adventure', 'Action', 'Science Fiction']",299536,tt4154756,83.956,2018-04-25,2046239637,149.0,Avengers: Infinity War,8.3,16897,1746239637.0,582.079879
81,31500000,"['Drama', 'War']",28,tt0078788,21.980999999999998,1979-08-15,150000000,153.0,Apocalypse Now,8.3,4584,118500000.0,376.1904761904762
83,45000000,"['Family', 'Animation', 'Drama']",8587,tt0110357,33.955999999999996,1994-05-07,987483777,89.0,The Lion King,8.3,11693,942483777.0,2094.4083933333336
84,19000000,"['Adventure', 'Comedy', 'Science Fiction', 'Family']",105,tt0088763,19.917,1985-07-03,381109762,116.0,Back to the Future,8.3,12362,362109762.0,1905.840852631579
85,3000000,"['Comedy', 'Drama', 'Romance']",284,tt0053604,12.118,1960-06-15,25000000,125.0,The Apartment,8.3,1063,22000000.0,733.3333333333333
86,250000,"['Comedy', 'Drama']",10098,tt0012349,12.474,1921-02-06,2500000,68.0,The Kid,8.3,999,2250000.0,900.0
87,133000,['Drama'],5156,tt0040522,12.413,1948-11-24,361712,89.0,Bicycle Thieves,8.2,1118,228712.0,171.9639097744361
88,55000000,"['Crime', 'Thriller', 'Drama']",475557,tt7286456,98.211,2019-10-02,1073698955,122.0,Joker,8.2,9546,1018698955.0,1852.1799181818183
89,2479000,"['Mystery', 'Romance', 'Thriller']",426,tt0052357,17.105999999999998,1958-05-09,28000000,128.0,Vertigo,8.2,2947,25521000.0,1029.4876966518757
91,13000000,"['Drama', 'Comedy']",77338,tt1675434,18.25,2011-11-02,426480871,113.0,The Intouchables,8.2,11064,413480871.0,3180.6220846153847
92,3000000,"['Drama', 'Thriller', 'Mystery', 'Action']",670,tt0364569,24.432,2003-11-21,14980005,120.0,Oldboy,8.2,4368,11980005.0,399.3335
93,3180000,"['Drama', 'Family', 'Fantasy']",1585,tt0038650,15.735,1946-12-20,9644124,130.0,It's a Wonderful Life,8.2,2291,6464124.0,203.27433962264152
94,1400000,['Drama'],705,tt0042192,12.344000000000001,1950-10-06,150438,139.0,All About Eve,8.2,801,-1249562.0,-89.25442857142856
97,6000000,"['Drama', 'Crime', 'Thriller']",629,tt0114814,18.174,1995-07-19,23341568,106.0,The Usual Suspects,8.2,6322,17341568.0,289.0261333333333
98,92620000,"['Drama', 'Science Fiction']",19,tt0017136,16.226,1927-01-10,650422,153.0,Metropolis,8.2,1371,-91969578.0,-99.29775210537682
99,11000000,"['Adventure', 'Action', 'Science Fiction']",11,tt0076759,40.402,1977-05-25,775398007,121.0,Star Wars,8.2,12970,764398007.0,6949.072790909091
100,2200000,"['Science Fiction', 'Drama']",185,tt0066921,21.478,1971-12-18,26589000,136.0,A Clockwork Orange,8.2,7788,24389000.0,1108.590909090909
103,175000000,"['Animation', 'Family', 'Comedy', 'Adventure', 'Fantasy']",354912,tt2380307,26.684,2017-10-27,800526015,105.0,Coco,8.2,10352,625526015.0,357.44343714285714
104,19000000,"['Horror', 'Thriller']",694,tt0081505,26.178,1980-05-22,44781695,144.0,The Shining,8.2,10199,25781695.0,135.69313157894737
106,12820000,"['Drama', 'History', 'Action']",437068,tt6878038,10.882,2017-08-02,81927980,138.0,A Taxi Driver,8.2,216,69107980.0,539.0638065522621
108,9000000,"['Mystery', 'Thriller']",77,tt0209144,20.599,2000-10-11,39723096,113.0,Memento,8.2,8859,30723096.0,341.3677333333333
111,927262,"['Crime', 'Mystery', 'Thriller']",996,tt0036775,15.117,1944-07-03,2500000,108.0,Double Indemnity,8.2,871,1572738.0,169.61096216603292
112,250000,"['Crime', 'Drama', 'Mystery']",548,tt0042876,13.359000000000002,1950-08-26,96568,88.0,Rashomon,8.2,1021,-153432.0,-61.372800000000005
113,1300000,"['Crime', 'Drama']",103,tt0075314,20.159000000000002,1976-02-07,28262574,114.0,Taxi Driver,8.2,6265,26962574.0,2074.0441538461537
114,4000000,"['Mystery', 'Crime', 'Thriller']",411088,tt4857264,21.035999999999998,2016-09-22,30000000,106.0,The Invisible Guest,8.2,2095,26000000.0,650.0
115,2883848,"['Comedy', 'Romance']",239,tt0053291,14.56,1959-03-19,25000000,122.0,Some Like It Hot,8.2,1824,22116152.0,766.8972844615944
116,5500000,"['Animation', 'Drama', 'Mystery']",339877,tt3262342,9.564,2017-06-22,6735118,95.0,Loving Vincent,8.2,1451,1235118.0,22.45669090909091
121,40000000,"['Drama', 'Mystery', 'Thriller']",1124,tt0482571,19.593,2006-10-19,109676311,130.0,The Prestige,8.2,9370,69676311.0,174.1907775
124,2540800,"['Comedy', 'Music', 'Romance']",872,tt0045152,14.087,1952-04-09,7200000,103.0,Singin' in the Rain,8.2,1643,4659200.0,183.37531486146094
125,1200000,"['Crime', 'Thriller']",500,tt0105236,21.815,1992-09-02,2859750,99.0,Reservoir Dogs,8.2,8558,1659750.0,138.3125
127,1800000,"['Drama', 'Comedy', 'War']",935,tt0057012,14.908,1964-01-29,9440272,95.0,Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb,8.2,3177,7640272.0,424.45955555555554
129,70000000,"['Drama', 'Action', 'Thriller', 'War']",16869,tt0361748,26.945999999999998,2009-08-18,321455689,153.0,Inglourious Basterds,8.2,13787,251455689.0,359.22241285714284
130,15000000,"['Crime', 'Drama']",359940,tt5027774,18.689,2017-11-10,158526998,115.0,"Three Billboards Outside Ebbing, Missouri",8.2,6270,143526998.0,956.8466533333334
133,12000000,['Drama'],334543,tt3741834,21.283,2016-11-24,140312928,118.0,Lion,8.1,4395,128312928.0,1069.2744
134,103000000,"['Action', 'Drama', 'Adventure']",98,tt0172495,23.195999999999998,2000-05-01,457640427,155.0,Gladiator,8.1,10997,354640427.0,344.3110941747573
137,90000000,"['Drama', 'Thriller', 'Crime']",1422,tt0407887,20.625999999999998,2006-10-05,289847354,151.0,The Departed,8.1,9008,199847354.0,222.05261555555555
138,1350000,"['Comedy', 'Crime']",100,tt0120735,9.972000000000001,1998-03-05,28356188,105.0,"Lock, Stock and Two Smoking Barrels",8.1,3655,27006188.0,2000.4583703703706
139,25000000,['Drama'],50014,tt1454029,15.054,2011-08-09,124272124,146.0,The Help,8.1,4467,99272124.0,397.08849599999996
140,14000000,"['Comedy', 'War', 'Drama']",515001,tt2584384,67.54899999999999,2019-10-18,82468705,108.0,Jojo Rabbit,8.1,2208,68468705.0,489.0621785714286
141,49300000,"['Animation', 'Drama', 'Fantasy']",149871,tt2576852,16.237000000000002,2013-11-23,24186232,137.0,The Tale of the Princess Kaguya,8.1,753,-25113768.0,-50.940705882352944
142,25000000,"['Action', 'Crime', 'Drama', 'Thriller']",111,tt0086250,19.459,1983-12-08,66023329,170.0,Scarface,8.1,6284,41023329.0,164.093316
143,11500000,"['Action', 'Drama', 'History']",11645,tt0089881,9.773,1985-06-01,4069653,160.0,Ran,8.1,697,-7430347.0,-64.61171304347826
147,80000000,"['Drama', 'Thriller', 'Mystery']",11324,tt1130884,27.776999999999997,2010-02-14,294804195,138.0,Shutter Island,8.1,14504,214804195.0,268.50524375
150,878000,"['Drama', 'Romance']",289,tt0034583,18.582,1942-01-23,10462500,102.0,Casablanca,8.1,2919,9584500.0,1091.6287015945331
152,17000000,"['Comedy', 'Drama', 'Romance']",449176,tt5164432,14.694,2018-02-16,60848932,110.0,"Love, Simon",8.1,3772,43848932.0,257.93489411764705
154,70000000,"['Drama', 'History', 'War']",857,tt0120815,26.805999999999997,1998-07-24,481840909,169.0,Saving Private Ryan,8.1,9535,411840909.0,588.3441557142858
155,6000000,"['Drama', 'Thriller']",264644,tt3170832,16.23,2015-10-16,35401758,117.0,Room,8.1,6188,29401758.0,490.0293
157,63000000,"['Action', 'Science Fiction']",603,tt0133093,31.232,1999-03-30,463517383,136.0,The Matrix,8.1,16138,400517383.0,635.7418777777779
161,1746964,['Drama'],655,tt0087884,10.165,1984-05-19,2181987,146.0,"Paris, Texas",8.1,687,435023.0,24.901657962041575
162,17000000,"['Drama', 'War']",600,tt0093058,18.243,1987-06-26,46357676,116.0,Full Metal Jacket,8.1,6013,29357676.0,172.6922117647059
163,25000000,['Drama'],7345,tt0469494,13.539000000000001,2007-12-28,77208711,158.0,There Will Be Blood,8.1,3417,52208711.0,208.83484399999998
164,910000,"['Crime', 'Drama']",654,tt0047296,11.702,1954-06-22,9600000,108.0,On the Waterfront,8.1,785,8690000.0,954.945054945055
166,2800000,"['Crime', 'Drama', 'Thriller']",11423,tt0353969,20.831,2003-05-02,26000000,131.0,Memories of Murder,8.1,1265,23200000.0,828.5714285714287
169,10000000,['Drama'],489,tt0119217,15.857999999999999,1997-12-05,225933435,127.0,Good Will Hunting,8.1,6816,215933435.0,2159.33435
171,125000000,"['Fantasy', 'Adventure']",12445,tt1201607,30.17,2011-07-07,1341511219,130.0,Harry Potter and the Deathly Hallows: Part 2,8.1,12945,1216511219.0,973.2089752
173,3800000,"['Adventure', 'Drama', 'Western']",3090,tt0040897,10.802,1948-01-24,4307000,126.0,The Treasure of the Sierra Madre,8.1,565,507000.0,13.342105263157894
175,2900000,['Drama'],666,tt0140888,6.952000000000001,1998-11-20,5596708,113.0,Central Station,8.1,370,2696708.0,92.98993103448275
176,5000000,"['Drama', 'History']",1955,tt0080678,12.17,1980-10-02,26010864,124.0,The Elephant Man,8.1,1738,21010864.0,420.21727999999996
177,40000000,"['Drama', 'History', 'War']",324786,tt2119532,20.819000000000003,2016-10-07,175302354,139.0,Hacksaw Ridge,8.1,7493,135302354.0,338.25588500000003
180,11000000,"['Horror', 'Science Fiction']",348,tt0078748,25.947,1979-05-25,104931801,117.0,Alien,8.1,8533,93931801.0,853.9254636363637
181,14000000,"['Drama', 'History', 'War']",387,tt0082096,15.535,1981-09-16,85000000,150.0,Das Boot,8.1,1102,71000000.0,507.1428571428571
184,20000000,"['Science Fiction', 'Drama', 'Romance']",38,tt0338013,23.462,2004-03-19,72258126,108.0,Eternal Sunshine of the Spotless Mind,8.1,8651,52258126.0,261.29063
185,2000000,"['Drama', 'Thriller']",582,tt0405094,13.716,2006-03-15,70000000,137.0,The Lives of Others,8.1,1985,68000000.0,3400.0
188,100000000,"['Drama', 'Western']",68718,tt1853728,28.915,2012-12-25,425368238,165.0,Django Unchained,8.1,17532,325368238.0,325.36823799999996
189,839727,"['Mystery', 'Drama']",15,tt0033467,14.537,1941-04-30,23217674,119.0,Citizen Kane,8.1,2828,22377947.0,2664.9074044302497
192,3000000,"['Drama', 'History']",821,tt0055031,9.147,1961-12-01,10000000,179.0,Judgment at Nuremberg,8.1,354,7000000.0,233.33333333333334
193,14000000,"['History', 'Drama', 'Thriller', 'War']",205596,tt2084970,30.313000000000002,2014-11-14,233555708,113.0,The Imitation Game,8.1,11514,219555708.0,1568.2550571428571
194,12000000,"['Science Fiction', 'Mystery', 'Adventure']",62,tt0062622,25.641,1968-04-09,68700000,149.0,2001: A Space Odyssey,8.1,6730,56700000.0,472.49999999999994
197,5500000,"['Comedy', 'Crime', 'Drama']",9277,tt0070735,13.565,1973-12-25,159616327,129.0,The Sting,8.1,1278,154116327.0,2802.115036363636
198,60000000,"['Comedy', 'Drama']",37165,tt0120382,17.985,1998-06-04,264118201,103.0,The Truman Show,8.1,10611,204118201.0,340.19700166666667
199,3800000,['Drama'],103663,tt2106476,17.588,2012-09-24,18309793,116.0,The Hunt,8.1,1850,14509793.0,381.83665789473685
201,2600000,['Drama'],406,tt0113247,12.367,1995-05-31,15300000,98.0,La Haine,8.0,1786,12700000.0,488.4615384615385
205,2000000,"['Crime', 'Drama']",595,tt0056592,11.904000000000002,1962-12-25,13129846,130.0,To Kill a Mockingbird,8.0,1478,11129846.0,556.4923
207,1500000,"['Comedy', 'Drama']",3083,tt0031679,9.356,1939-10-19,9600000,129.0,Mr. Smith Goes to Washington,8.0,523,8100000.0,540.0
208,10400000,"['Drama', 'Action']",360814,tt5074352,11.991,2016-12-21,310000000,161.0,Dangal,8.0,415,299600000.0,2880.7692307692305
209,30000000,"['Comedy', 'Drama']",120467,tt2278388,20.066,2014-02-26,174600318,100.0,The Grand Budapest Hotel,8.0,9108,144600318.0,482.00106
210,12000000,['Music'],12104,tt0084503,8.523,1982-07-14,22244207,95.0,Pink Floyd: The Wall,8.0,749,10244207.0,85.36839166666667
214,15000000,['Drama'],14,tt0169547,32.189,1999-09-15,356296601,122.0,American Beauty,8.0,7446,341296601.0,2275.3106733333334
215,15000000,"['Drama', 'War']",11778,tt0077416,16.67,1978-12-08,50000000,183.0,The Deer Hunter,8.0,2009,35000000.0,233.33333333333334
216,4500000,"['Crime', 'Drama']",641,tt0180093,5.999,2000-10-06,7390108,102.0,Requiem for a Dream,8.0,5807,2890108.0,64.22462222222222
217,100000000,"['War', 'Drama', 'Action']",530915,tt8579674,72.97,2019-12-10,200483309,119.0,1917,8.0,2959,100483309.0,100.48330899999999
219,1500000,"['Crime', 'Thriller']",1580,tt0040746,11.879000000000001,1948-08-26,2200000,81.0,Rope,8.0,1300,700000.0,46.666666666666664
221,800000,"['Drama', 'War', 'History']",17295,tt0058946,7.29,1966-09-08,921548,121.0,The Battle of Algiers,8.0,340,121548.0,15.193499999999998
223,11000000,"['Drama', 'Romance', 'War']",3175,tt0072684,11.202,1975-11-26,20000000,185.0,Barry Lyndon,8.0,1349,9000000.0,81.81818181818183
226,52000000,"['Drama', 'Music']",424694,tt1727824,32.503,2018-10-24,894027543,135.0,Bohemian Rhapsody,8.0,10033,842027543.0,1619.2837365384617
227,18000000,"['Drama', 'History', 'Music']",279,tt0086879,15.095,1984-09-06,51973029,160.0,Amadeus,8.0,2348,33973029.0,188.73905
228,600000,['Western'],938,tt0059578,17.715999999999998,1965-12-18,15000000,132.0,For a Few Dollars More,8.0,2063,14400000.0,2400.0
229,1400000,"['Crime', 'Thriller', 'Drama', 'Mystery']",521,tt0046912,21.343000000000004,1954-05-29,3000000,105.0,Dial M for Murder,8.0,1284,1600000.0,114.28571428571428
231,923000,"['Adventure', 'Comedy', 'Drama']",962,tt0015864,9.154,1925-06-25,2500000,95.0,The Gold Rush,8.0,732,1577000.0,170.85590465872156
232,2600000,['Drama'],7508,tt0986264,10.062999999999999,2007-12-21,28430000,165.0,Like Stars on Earth,8.0,469,25830000.0,993.4615384615383
234,25000000,"['Drama', 'History']",381284,tt4846340,26.873,2016-12-10,230698791,127.0,Hidden Figures,8.0,5476,205698791.0,822.7951640000001
235,46000000,"['Drama', 'Thriller', 'Crime']",146233,tt1392214,18.674,2013-09-18,122126687,153.0,Prisoners,8.0,6543,76126687.0,165.49279782608696
237,16000000,"['Drama', 'Family']",28178,tt1028532,19.055,2009-06-13,47801389,93.0,Hachi: A Dog's Tale,8.0,4085,31801389.0,198.75868125
242,32350000,"['Adventure', 'Action', 'Science Fiction']",1892,tt0086190,20.128,1983-05-25,572700000,135.0,Return of the Jedi,8.0,9114,540350000.0,1670.32457496136
243,180000000,"['Animation', 'Family', 'Science Fiction']",10681,tt0910970,32.704,2008-06-22,521311860,98.0,WALL·E,8.0,12062,341311860.0,189.6177
244,4000000,"['Mystery', 'Thriller']",213,tt0053125,17.258,1959-07-08,13275000,136.0,North by Northwest,8.0,2169,9275000.0,231.875
247,15000000,"['Horror', 'Mystery', 'Science Fiction']",1091,tt0084787,19.099,1982-06-25,19629760,109.0,The Thing,8.0,3573,4629760.0,30.865066666666667
248,52000000,['Crime'],524,tt0112641,12.982000000000001,1995-11-22,116112375,179.0,Casino,8.0,2930,64112375.0,123.29302884615385
254,5000000,"['Adventure', 'Comedy', 'Drama']",334533,tt3553976,13.583,2016-07-02,5879736,119.0,Captain Fantastic,8.0,4008,879736.0,17.59472
256,15000000,"['Adventure', 'Drama', 'History', 'War']",947,tt0056172,15.965,1962-12-10,69995385,217.0,Lawrence of Arabia,8.0,1622,54995385.0,366.6359
257,4000000,"['Adventure', 'Drama', 'History', 'Thriller', 'War']",5925,tt0057115,13.258,1963-06-20,11744471,173.0,The Great Escape,8.0,1383,7744471.0,193.611775
258,180000,"['Drama', 'Comedy', 'Family']",21334,tt0118849,6.186,1997-08-01,925402,89.0,Children of Heaven,8.0,255,745402.0,414.1122222222222
259,100000000,"['Crime', 'Drama', 'Comedy']",106646,tt0993846,25.706999999999997,2013-12-25,392000694,180.0,The Wolf of Wall Street,8.0,14211,292000694.0,292.000694
261,84000000,['Drama'],316029,tt1485796,18.345,2017-12-20,432844677,105.0,The Greatest Showman,8.0,5965,348844677.0,415.2912821428571
262,40000000,"['Drama', 'Romance']",331482,tt3281548,37.038000000000004,2019-12-25,191540586,134.0,Little Women,8.0,1238,151540586.0,378.851465
